trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
546,False,"{'a': 0.01, 'e': 0.6798888261978571}",20,0,23.538770893177833,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
547,False,"{'a': 0.01, 'e': 0.6871878618312005}",20,0,14.22228182308235,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
548,False,"{'a': 0.01, 'e': 0.6944181792510162}",25,9,22.68127955622146,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.01, 'e': 0.701579055431586}",20,8,19.85855016289489,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.01, 'e': 0.70866977429126}",20,0,24.004171009216044,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
551,False,"{'a': 0.01, 'e': 0.715689626764061}",20,0,18.356034050604503,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
552,False,"{'a': 0.01, 'e': 0.7226379108705923}",20,10,14.56402408506564,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.01, 'e': 0.729513931788232}",25,15,17.158185669061048,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.01, 'e': 0.7363170019206192}",20,0,19.448728034463695,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
555,False,"{'a': 0.01, 'e': 0.7430464409664099}",25,0,24.998350193806413,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
556,False,"{'a': 0.01, 'e': 0.7497015759873078}",20,6,20.687227801411105,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.01, 'e': 0.7562817414753555}",20,0,24.501282482645284,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
558,False,"{'a': 0.01, 'e': 0.7627862794194885}",20,0,17.460843042900112,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
559,False,"{'a': 0.01, 'e': 0.7692145393713326}",20,8,14.588289374544628,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.01, 'e': 0.7755658785102502}",25,0,26.49141393288314,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.01, 'e': 0.7818396617076188}",20,9,15.161435914003027,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.01, 'e': 0.7880352615903476}",30,0,36.149180301248656,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
563,False,"{'a': 0.01, 'e': 0.7941520586036113}",25,0,27.07597386544992,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
564,False,"{'a': 0.01, 'e': 0.8001894410728057}",25,0,32.252712288790555,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
565,False,"{'a': 0.01, 'e': 0.8061468052647157}",20,0,14.303137589563502,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
566,False,"{'a': 0.01, 'e': 0.8120235554478855}",25,0,19.633313058870744,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
567,False,"{'a': 0.01, 'e': 0.8178191039521945}",25,0,29.363761229514438,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
568,False,"{'a': 0.01, 'e': 0.823532871227622}",25,7,22.806572734288338,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.01, 'e': 0.8291642859022023}",20,0,22.66405879659664,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
570,False,"{'a': 0.01, 'e': 0.8347127848391598}",25,0,31.771664255159997,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
571,False,"{'a': 0.01, 'e': 0.840177813193225}",30,0,37.10620110409751,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
572,False,"{'a': 0.01, 'e': 0.8455588244661169}",25,0,25.032763346662527,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
573,False,"{'a': 0.01, 'e': 0.8508552805611925}",25,0,21.109874811431872,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
574,False,"{'a': 0.01, 'e': 0.8560666518372553}",20,7,16.140798545476958,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.01, 'e': 0.8611924171615208}",25,0,18.936303801365796,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
576,False,"{'a': 0.01, 'e': 0.8662320639617282}",35,19,-18.653235364472263,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
577,False,"{'a': 0.01, 'e': 0.8711850882773975}",20,10,15.198371638986309,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.01, 'e': 0.8760509948102237}",25,13,19.477441988145216,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.01, 'e': 0.880829296973609}",30,0,30.55598465532754,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
580,False,"{'a': 0.01, 'e': 0.8855195169413189}",20,11,11.260917253502832,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.01, 'e': 0.8901211856952655}",30,0,34.24483763301888,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
582,False,"{'a': 0.01, 'e': 0.8946338430724075}",20,0,19.56979754862106,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
583,False,"{'a': 0.01, 'e': 0.8990570378107678}",25,0,23.745608316271444,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
584,False,"{'a': 0.01, 'e': 0.9033903275945588}",20,1,20.244040199196164,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.01, 'e': 0.9076332790984135}",20,0,23.354621063465753,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
586,False,"{'a': 0.01, 'e': 0.9117854680307166}",20,0,23.955737172450288,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
587,False,"{'a': 0.01, 'e': 0.9158464791760352}",20,0,16.298435396648472,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
588,False,"{'a': 0.01, 'e': 0.9198159064366391}",20,11,15.002611175083999,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.01, 'e': 0.92369335287311}",25,0,27.989793852322354,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
590,False,"{'a': 0.01, 'e': 0.9274784307440359}",20,0,18.559523987266328,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
591,False,"{'a': 0.01, 'e': 0.9311707615447831}",35,11,36.035359574166925,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.01, 'e': 0.934769976045349}",20,16,8.476771491188556,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.01, 'e': 0.9382757143272825}",25,0,32.55514545339451,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
594,False,"{'a': 0.01, 'e': 0.9416876258196776}",25,0,26.40141456786008,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
595,False,"{'a': 0.01, 'e': 0.9450053693342275}",30,3,33.69590768710296,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.01, 'e': 0.9482286130993458}",20,0,21.529926511105078,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
597,False,"{'a': 0.01, 'e': 0.951357034793342}",20,0,23.270702840236446,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
598,False,"{'a': 0.01, 'e': 0.954390321576654}",25,20,8.40664818458414,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.01, 'e': 0.9573281701231308}",20,0,15.809156397573027,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
600,False,"{'a': 0.01, 'e': 0.960170286650366}",25,8,26.183126055164937,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.01, 'e': 0.9629163869490754}",25,0,30.85220447255928,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
602,False,"{'a': 0.01, 'e': 0.9655661964115179}",20,0,25.352329147560003,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
603,False,"{'a': 0.01, 'e': 0.9681194500589547}",20,7,21.361691301484655,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.01, 'e': 0.9705758925681492}",20,0,18.711611223646756,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
605,False,"{'a': 0.01, 'e': 0.9729352782968974}",25,0,24.99595638851242,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
606,False,"{'a': 0.01, 'e': 0.9751973713085929}",25,0,20.123239937298077,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
607,False,"{'a': 0.01, 'e': 0.977361945395819}",25,0,27.297142884878102,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
608,False,"{'a': 0.01, 'e': 0.9794287841029711}",25,0,28.19190153382623,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.01, 'e': 0.9813976807479009}",20,0,22.983181172894632,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
610,False,"{'a': 0.01, 'e': 0.9832684384425847}",35,23,-21.720544548637083,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
611,False,"{'a': 0.01, 'e': 0.9850408701128117}",20,0,31.193641089255767,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
612,False,"{'a': 0.01, 'e': 0.9867147985168921}",20,0,20.658462016976305,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
613,False,"{'a': 0.01, 'e': 0.9882900562633804}",20,4,23.928907766609726,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.01, 'e': 0.9897664858278148}",20,0,19.61548943439272,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
615,False,"{'a': 0.01, 'e': 0.991143939568469}",25,3,27.351029857197673,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.01, 'e': 0.9924222797411169}",20,0,23.760453477840855,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
617,False,"{'a': 0.01, 'e': 0.9936013785128064}",30,0,35.06612371286788,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
618,False,"{'a': 0.01, 'e': 0.994681117974643}",20,0,18.926753573135237,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
619,False,"{'a': 0.01, 'e': 0.9956613901535805}",20,14,12.10240736724645,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.01, 'e': 0.9965420970232175}",20,0,29.555497843462124,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.01, 'e': 0.9973231505136012}",25,0,25.840285660005645,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
622,False,"{'a': 0.01, 'e': 0.9980044725200334}",30,1,27.18814593498324,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.01, 'e': 0.9985859949108813}",20,0,18.08283574982782,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
624,False,"{'a': 0.01, 'e': 0.9990676595343903}",20,0,25.26934052870904,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
625,False,"{'a': 0.01, 'e': 0.9994494182244994}",25,15,14.189306720150572,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.01, 'e': 0.9997312328056578}",30,0,35.66763279479775,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
627,False,"{'a': 0.01, 'e': 0.9999130750966423}",20,16,6.593433069362031,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.01, 'e': 0.9999949269133752}",25,7,19.72113945182362,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.01, 'e': 0.9999767800707431}",30,0,23.867521240028257,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
630,False,"{'a': 0.01, 'e': 0.9998586363834151}",30,0,32.03669013008706,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
631,False,"{'a': 0.01, 'e': 0.9996405076656616}",25,0,29.348571233126986,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
632,False,"{'a': 0.01, 'e': 0.9993224157301724}",30,0,31.35268543960257,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
633,False,"{'a': 0.01, 'e': 0.9989043923858761}",20,0,26.341190924847158,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
634,False,"{'a': 0.01, 'e': 0.9983864794347589}",20,0,15.557695623863165,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
635,False,"{'a': 0.01, 'e': 0.9977687286676841}",30,0,26.760077735141742,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
636,False,"{'a': 0.01, 'e': 0.9970512018592137}",20,10,12.810264951564925,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.01, 'e': 0.9962339707614306}",20,0,18.683269737305274,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
638,False,"{'a': 0.01, 'e': 0.9953171170967635}",20,10,9.562806997439136,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.01, 'e': 0.994300732549815}",25,0,26.745004000573363,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
640,False,"{'a': 0.01, 'e': 0.9931849187581926}",25,0,26.846494001695255,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
641,False,"{'a': 0.01, 'e': 0.9919697873023459}",25,0,30.035263216884108,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
642,False,"{'a': 0.01, 'e': 0.9906554596944075}",25,0,29.110572037629932,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
643,False,"{'a': 0.01, 'e': 0.9892420673660433}",20,0,23.452986480271115,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
644,False,"{'a': 0.01, 'e': 0.9877297516553079}",25,20,6.0439324202201,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.01, 'e': 0.9861186637925126}",20,0,24.602652528193975,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
646,False,"{'a': 0.01, 'e': 0.9844089648851007}",35,15,30.27549208389696,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.01, 'e': 0.9826008259015384}",20,0,18.23622301124033,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
648,False,"{'a': 0.01, 'e': 0.9806944276542172}",25,0,29.131772404959037,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
649,False,"{'a': 0.01, 'e': 0.9786899607813733}",25,0,25.124534868623435,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
650,False,"{'a': 0.01, 'e': 0.9765876257280235}",20,0,19.316428285423,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
651,False,"{'a': 0.01, 'e': 0.9743876327259212}",20,4,25.212824345507176,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.01, 'e': 0.9720902017725331}",20,0,21.380137960261404,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
653,False,"{'a': 0.01, 'e': 0.9696955626090404}",25,12,24.921664362778657,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.01, 'e': 0.9672039546973639}",20,0,18.54151674048071,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
655,False,"{'a': 0.01, 'e': 0.9646156271962181}",20,5,22.851749189848412,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.01, 'e': 0.9619308389361962}",25,0,23.85073518841613,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
657,False,"{'a': 0.01, 'e': 0.9591498583938872}",20,7,23.762254374290922,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.01, 'e': 0.9562729636650278}",25,0,28.04525900427687,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
659,False,"{'a': 0.01, 'e': 0.9533004424366933}",25,0,26.81153343045893,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
660,False,"{'a': 0.01, 'e': 0.9502325919585293}",25,0,27.91973634573464,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
661,False,"{'a': 0.01, 'e': 0.9470697190130275}",25,0,24.27381255175733,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
662,False,"{'a': 0.01, 'e': 0.9438121398848467}",20,0,21.46424210424819,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
663,False,"{'a': 0.01, 'e': 0.9404601803291848}",30,0,36.88370255330684,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
664,False,"{'a': 0.01, 'e': 0.9370141755392039}",20,0,18.991084524535207,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
665,False,"{'a': 0.01, 'e': 0.9334744701125118}",35,0,39.49852794497519,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
666,False,"{'a': 0.01, 'e': 0.9298414180167014}",35,0,41.28761597651772,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
667,False,"{'a': 0.01, 'e': 0.9261153825539545}",30,0,35.393123883689604,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
668,False,"{'a': 0.01, 'e': 0.9222967363247125}",20,0,22.755150607858535,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.01, 'e': 0.9183858611904158}",35,0,37.228933661320376,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
670,False,"{'a': 0.01, 'e': 0.9143831482353194}",35,7,36.95269928973499,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.01, 'e': 0.9102889977273828}",25,0,33.81753516918334,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
672,False,"{'a': 0.01, 'e': 0.9061038190782451}",25,0,34.68432317160597,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
673,False,"{'a': 0.01, 'e': 0.9018280308022834}",25,0,34.096982312531274,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
674,False,"{'a': 0.01, 'e': 0.8974620604747624}",25,0,33.173561564479925,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
675,False,"{'a': 0.01, 'e': 0.8930063446890767}",20,0,22.116127379163004,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
676,False,"{'a': 0.01, 'e': 0.8884613290130915}",20,0,20.289580486332646,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
677,False,"{'a': 0.01, 'e': 0.8838274679445866}",20,0,28.00749397718689,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
678,False,"{'a': 0.01, 'e': 0.879105224865808}",20,0,22.9216586363053,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
679,False,"{'a': 0.01, 'e': 0.8742950719971281}",30,0,36.061915704870295,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
680,False,"{'a': 0.01, 'e': 0.8693974903498253}",20,0,22.81894852780792,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
681,False,"{'a': 0.01, 'e': 0.8644129696779825}",30,14,21.070853829369923,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.01, 'e': 0.8593420084295141}",25,0,31.667390682749936,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
683,False,"{'a': 0.01, 'e': 0.8541851136963188}",30,17,17.40813335287309,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.01, 'e': 0.8489428011635725}",25,9,18.682851180556174,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.01, 'e': 0.8436155950581592}",20,0,22.829871669407545,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
686,False,"{'a': 0.01, 'e': 0.8382040280962512}",25,20,8.245927655177312,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.01, 'e': 0.8327086414300346}",30,0,31.880441051264988,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
688,False,"{'a': 0.01, 'e': 0.8271299845935967}",30,0,40.305596531856274,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
689,False,"{'a': 0.01, 'e': 0.8214686154479715}",20,2,23.428825080357793,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.01, 'e': 0.8157251001253568}",25,0,28.96656990888645,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
691,False,"{'a': 0.01, 'e': 0.8099000129724985}",25,19,9.059967877575904,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.01, 'e': 0.8039939364932571}",30,8,29.980551790094054,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.01, 'e': 0.7980074612903593}",25,6,28.85067796057913,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.01, 'e': 0.7919411860063358}",25,8,26.2997941753155,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.01, 'e': 0.785795717263661}",20,8,17.81725906284297,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.01, 'e': 0.7795716696040875}",30,0,44.181304803246015,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
697,False,"{'a': 0.01, 'e': 0.7732696654271944}",30,7,31.249555184360673,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.01, 'e': 0.7668903349281474}",30,5,36.245594195748566,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.01, 'e': 0.7604343160346811}",20,14,9.548086523946635,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.01, 'e': 0.7539022543433046}",20,8,18.591920209629492,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.01, 'e': 0.7472948030547436}",25,9,23.58976312634045,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.01, 'e': 0.7406126229086201}",20,0,27.105082791798917,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
703,False,"{'a': 0.01, 'e': 0.7338563821173814}",25,0,22.523191739817744,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
704,False,"{'a': 0.01, 'e': 0.7270267562994759}",25,0,34.082489996735056,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
705,False,"{'a': 0.01, 'e': 0.7201244284117941}",30,0,34.3357205893756,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
706,False,"{'a': 0.01, 'e': 0.7131500886813722}",25,0,27.897645638093376,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
707,False,"{'a': 0.01, 'e': 0.7061044345363725}",25,0,23.8701844503705,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
708,False,"{'a': 0.01, 'e': 0.6989881705363377}",20,0,20.973169711704355,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
709,False,"{'a': 0.01, 'e': 0.6918020083017373}",25,0,-13.158169998742228,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
710,False,"{'a': 0.01, 'e': 0.6845466664428059}",35,0,38.17564740168773,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
711,False,"{'a': 0.01, 'e': 0.6772228704876846}",20,0,15.908310375635674,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
712,False,"{'a': 0.01, 'e': 0.6698313528098649}",25,0,30.744349337909696,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
713,False,"{'a': 0.01, 'e': 0.6623728525549553}",20,0,17.92370628402315,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
714,False,"{'a': 0.01, 'e': 0.6548481155667649}",30,0,33.63666581040098,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
715,False,"{'a': 0.01, 'e': 0.6472578943127236}",20,14,11.89164146241448,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.01, 'e': 0.6396029478086307}",20,16,7.1326324404648815,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.01, 'e': 0.6318840415427577}",20,0,21.792817122713465,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
718,False,"{'a': 0.01, 'e': 0.6241019473992987}",20,0,21.764536981256228,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
719,False,"{'a': 0.01, 'e': 0.6162574435811823}",20,8,17.384162411231593,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.01, 'e': 0.6083513145322546}",30,16,23.40509987337741,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.01, 'e': 0.6003843508588314}",25,0,32.67487373146946,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
722,False,"{'a': 0.01, 'e': 0.5923573492506409}",20,7,21.95961842561892,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.01, 'e': 0.5842711124011541}",25,16,15.080432651071314,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.01, 'e': 0.576126448927319}",25,0,24.36003367670055,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
725,False,"{'a': 0.01, 'e': 0.5679241732886948}",30,20,16.152370659939542,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.01, 'e': 0.5596651057060105}",35,0,37.829706317154624,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.01, 'e': 0.5513500720791407}",20,0,20.715822454695537,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
728,False,"{'a': 0.01, 'e': 0.5429799039045207}",30,0,29.522808616686703,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
729,False,"{'a': 0.01, 'e': 0.5345554381919919}",20,0,11.216619585946628,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
730,False,"{'a': 0.01, 'e': 0.5260775173811053}",20,12,11.750372383412977,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.01, 'e': 0.5175469892568764}",25,10,20.50934556529668,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
